Date,Account_ID,Scenario,Amount
2025-03-24,101,Actual,10393.86
2025-03-24,101,Budget,12911.71
2025-03-24,102,Actual,6057.69
2025-03-24,102,Budget,6372.43
2025-03-24,201,Actual,4008.92
2025-03-24,201,Budget,4308.73
2025-03-24,202,Actual,6751.22
2025-03-24,202,Budget,6172.39
2025-03-24,301,Actual,1226.52
2025-03-24,301,Budget,1595.78
2025-03-24,302,Actual,934.92
2025-03-24,302,Budget,1188.47
2025-03-24,303,Actual,879.26
2025-03-24,303,Budget,1115.98
2025-03-24,304,Actual,1420.29
2025-03-24,304,Budget,1336.89
2025-03-24,401,Actual,195.78
2025-03-24,401,Budget,211.4
2025-03-24,402,Actual,301.14
2025-03-24,402,Budget,286.14
2025-03-25,101,Actual,4579.51
2025-03-25,101,Budget,5641.47
2025-03-25,102,Actual,16003.38
2025-03-25,102,Budget,14723.59
2025-03-25,201,Actual,5188.08
2025-03-25,201,Budget,4936.58
2025-03-25,202,Actual,2195.01
2025-03-25,202,Budget,2414.17
2025-03-25,301,Actual,1351.15
2025-03-25,301,Budget,1211.2
2025-03-25,302,Actual,1147.33
2025-03-25,302,Budget,1274.93
2025-03-25,303,Actual,1058.18
2025-03-25,303,Budget,1074.63
2025-03-25,304,Actual,1233.8
2025-03-25,304,Budget,1229.99
2025-03-25,401,Actual,212.25
2025-03-25,401,Budget,242.42
2025-03-25,402,Actual,500.27
2025-03-25,402,Budget,453.51
2025-03-26,101,Actual,8398.12
2025-03-26,101,Budget,8274.57
2025-03-26,102,Actual,6112.94
2025-03-26,102,Budget,7830.47
2025-03-26,201,Actual,2378.49
2025-03-26,201,Budget,2437.13
2025-03-26,202,Actual,4894.74
2025-03-26,202,Budget,4587.69
2025-03-26,301,Actual,1716.93
2025-03-26,301,Budget,1550.67
2025-03-26,302,Actual,795.62
2025-03-26,302,Budget,962.51
2025-03-26,303,Actual,1618.9
2025-03-26,303,Budget,1761.69
2025-03-26,304,Actual,738.5
2025-03-26,304,Budget,946.44
2025-03-26,401,Actual,331.48
2025-03-26,401,Budget,406.08
2025-03-26,402,Actual,371.09
2025-03-26,402,Budget,327.88
2025-03-27,101,Actual,15634.5
2025-03-27,101,Budget,15086.65
2025-03-27,102,Actual,11828.0
2025-03-27,102,Budget,12377.95
2025-03-27,201,Actual,6383.33
2025-03-27,201,Budget,5648.8
2025-03-27,202,Actual,1975.42
2025-03-27,202,Budget,2123.72
2025-03-27,301,Actual,468.1
2025-03-27,301,Budget,573.94
2025-03-27,302,Actual,2013.41
2025-03-27,302,Budget,2021.29
2025-03-27,303,Actual,647.53
2025-03-27,303,Budget,575.94
2025-03-27,304,Actual,753.07
2025-03-27,304,Budget,980.1
2025-03-27,401,Actual,92.9
2025-03-27,401,Budget,118.3
2025-03-27,402,Actual,212.77
2025-03-27,402,Budget,204.05
2025-03-28,101,Actual,14861.79
2025-03-28,101,Budget,13982.97
2025-03-28,102,Actual,13345.03
2025-03-28,102,Budget,13189.46
2025-03-28,201,Actual,2910.31
2025-03-28,201,Budget,3166.5
2025-03-28,202,Actual,5780.01
2025-03-28,202,Budget,5965.81
2025-03-28,301,Actual,750.37
2025-03-28,301,Budget,759.12
2025-03-28,302,Actual,919.14
2025-03-28,302,Budget,843.61
2025-03-28,303,Actual,1721.8
2025-03-28,303,Budget,1514.43
2025-03-28,304,Actual,1858.14
2025-03-28,304,Budget,2065.37
2025-03-28,401,Actual,174.75
2025-03-28,401,Budget,228.88
2025-03-28,402,Actual,342.74
2025-03-28,402,Budget,360.09
2025-03-29,101,Actual,4200.08
2025-03-29,101,Budget,5310.32
2025-03-29,102,Actual,16270.23
2025-03-29,102,Budget,15629.26
2025-03-29,201,Actual,2852.05
2025-03-29,201,Budget,2557.67
2025-03-29,202,Actual,4145.4
2025-03-29,202,Budget,3654.1
2025-03-29,301,Actual,1774.24
2025-03-29,301,Budget,1625.4
2025-03-29,302,Actual,1850.8
2025-03-29,302,Budget,1883.57
2025-03-29,303,Actual,923.84
2025-03-29,303,Budget,966.69
2025-03-29,304,Actual,467.59
2025-03-29,304,Budget,564.21
2025-03-29,401,Actual,278.46
2025-03-29,401,Budget,337.16
2025-03-29,402,Actual,517.47
2025-03-29,402,Budget,523.07
2025-03-30,101,Actual,4906.64
2025-03-30,101,Budget,6296.31
2025-03-30,102,Actual,10028.12
2025-03-30,102,Budget,11446.1
2025-03-30,201,Actual,3560.68
2025-03-30,201,Budget,3426.02
2025-03-30,202,Actual,4577.98
2025-03-30,202,Budget,4301.01
2025-03-30,301,Actual,1672.87
2025-03-30,301,Budget,1634.04
2025-03-30,302,Actual,2098.46
2025-03-30,302,Budget,1975.84
2025-03-30,303,Actual,2229.74
2025-03-30,303,Budget,1973.17
2025-03-30,304,Actual,1412.02
2025-03-30,304,Budget,1466.21
2025-03-30,401,Actual,420.84
2025-03-30,401,Budget,405.94
2025-03-30,402,Actual,342.02
2025-03-30,402,Budget,419.53
2025-03-31,101,Actual,15721.59
2025-03-31,101,Budget,14418.75
2025-03-31,102,Actual,10660.13
2025-03-31,102,Budget,13846.6
2025-03-31,201,Actual,2297.54
2025-03-31,201,Budget,2573.18
2025-03-31,202,Actual,2126.12
2025-03-31,202,Budget,2253.84
2025-03-31,301,Actual,1760.96
2025-03-31,301,Budget,1974.89
2025-03-31,302,Actual,1177.67
2025-03-31,302,Budget,1055.76
2025-03-31,303,Actual,820.24
2025-03-31,303,Budget,891.33
2025-03-31,304,Actual,634.8
2025-03-31,304,Budget,696.89
2025-03-31,401,Actual,424.35
2025-03-31,401,Budget,431.63
2025-03-31,402,Actual,412.06
2025-03-31,402,Budget,497.52
2025-04-01,101,Actual,8120.07
2025-04-01,101,Budget,8769.39
2025-04-01,102,Actual,8071.54
2025-04-01,102,Budget,10315.1
2025-04-01,201,Actual,6185.46
2025-04-01,201,Budget,5961.39
2025-04-01,202,Actual,3733.94
2025-04-01,202,Budget,3284.43
2025-04-01,301,Actual,1564.78
2025-04-01,301,Budget,1574.06
2025-04-01,302,Actual,1946.78
2025-04-01,302,Budget,1760.85
2025-04-01,303,Actual,1320.26
2025-04-01,303,Budget,1627.32
2025-04-01,304,Actual,1465.6
2025-04-01,304,Budget,1522.25
2025-04-01,401,Actual,233.77
2025-04-01,401,Budget,237.0
2025-04-01,402,Actual,120.09
2025-04-01,402,Budget,133.02
2025-04-02,101,Actual,10194.4
2025-04-02,101,Budget,12398.7
2025-04-02,102,Actual,8203.3
2025-04-02,102,Budget,9423.73
2025-04-02,201,Actual,5069.55
2025-04-02,201,Budget,4525.71
2025-04-02,202,Actual,3359.06
2025-04-02,202,Budget,3031.26
2025-04-02,301,Actual,1933.48
2025-04-02,301,Budget,2083.2
2025-04-02,302,Actual,1595.15
2025-04-02,302,Budget,1994.59
2025-04-02,303,Actual,1637.73
2025-04-02,303,Budget,1824.07
2025-04-02,304,Actual,704.33
2025-04-02,304,Budget,852.77
2025-04-02,401,Actual,172.86
2025-04-02,401,Budget,181.11
2025-04-02,402,Actual,358.67
2025-04-02,402,Budget,437.78
2025-04-03,101,Actual,17324.16
2025-04-03,101,Budget,15559.61
2025-04-03,102,Actual,11257.2
2025-04-03,102,Budget,11393.02
2025-04-03,201,Actual,6671.62
2025-04-03,201,Budget,5897.27
2025-04-03,202,Actual,4470.36
2025-04-03,202,Budget,5624.32
2025-04-03,301,Actual,1516.13
2025-04-03,301,Budget,1393.78
2025-04-03,302,Actual,2111.66
2025-04-03,302,Budget,2024.53
2025-04-03,303,Actual,1042.74
2025-04-03,303,Budget,947.71
2025-04-03,304,Actual,1239.95
2025-04-03,304,Budget,1188.6
2025-04-03,401,Actual,362.7
2025-04-03,401,Budget,367.37
2025-04-03,402,Actual,331.12
2025-04-03,402,Budget,402.25
2025-04-04,101,Actual,12589.68
2025-04-04,101,Budget,15344.09
2025-04-04,102,Actual,12218.79
2025-04-04,102,Budget,13440.83
2025-04-04,201,Actual,4415.55
2025-04-04,201,Budget,5230.94
2025-04-04,202,Actual,4511.43
2025-04-04,202,Budget,5119.61
2025-04-04,301,Actual,1096.91
2025-04-04,301,Budget,1427.81
2025-04-04,302,Actual,1641.92
2025-04-04,302,Budget,1825.41
2025-04-04,303,Actual,1070.79
2025-04-04,303,Budget,1091.81
2025-04-04,304,Actual,2020.3
2025-04-04,304,Budget,1961.37
2025-04-04,401,Actual,188.78
2025-04-04,401,Budget,236.46
2025-04-04,402,Actual,142.55
2025-04-04,402,Budget,134.96
2025-04-05,101,Actual,15531.39
2025-04-05,101,Budget,14517.0
2025-04-05,102,Actual,16142.94
2025-04-05,102,Budget,15643.59
2025-04-05,201,Actual,5079.75
2025-04-05,201,Budget,5282.54
2025-04-05,202,Actual,5301.37
2025-04-05,202,Budget,6048.89
2025-04-05,301,Actual,1308.62
2025-04-05,301,Budget,1483.09
2025-04-05,302,Actual,734.71
2025-04-05,302,Budget,746.3
2025-04-05,303,Actual,1122.83
2025-04-05,303,Budget,1451.67
2025-04-05,304,Actual,1812.87
2025-04-05,304,Budget,2001.3
2025-04-05,401,Actual,132.01
2025-04-05,401,Budget,145.94
2025-04-05,402,Actual,193.36
2025-04-05,402,Budget,248.63
2025-04-06,101,Actual,14329.54
2025-04-06,101,Budget,15166.84
2025-04-06,102,Actual,6456.64
2025-04-06,102,Budget,5899.69
2025-04-06,201,Actual,5035.56
2025-04-06,201,Budget,5439.93
2025-04-06,202,Actual,2786.02
2025-04-06,202,Budget,2540.25
2025-04-06,301,Actual,567.97
2025-04-06,301,Budget,625.25
2025-04-06,302,Actual,2211.65
2025-04-06,302,Budget,1971.65
2025-04-06,303,Actual,1978.31
2025-04-06,303,Budget,1794.06
2025-04-06,304,Actual,1843.34
2025-04-06,304,Budget,1723.48
2025-04-06,401,Actual,206.75
2025-04-06,401,Budget,222.84
2025-04-06,402,Actual,137.65
2025-04-06,402,Budget,137.82
2025-04-07,101,Actual,9298.28
2025-04-07,101,Budget,10619.38
2025-04-07,102,Actual,9059.33
2025-04-07,102,Budget,10121.54
2025-04-07,201,Actual,3635.83
2025-04-07,201,Budget,4532.22
2025-04-07,202,Actual,4881.7
2025-04-07,202,Budget,4666.83
2025-04-07,301,Actual,1703.71
2025-04-07,301,Budget,1550.62
2025-04-07,302,Actual,1329.9
2025-04-07,302,Budget,1261.36
2025-04-07,303,Actual,870.14
2025-04-07,303,Budget,930.78
2025-04-07,304,Actual,951.98
2025-04-07,304,Budget,912.33
2025-04-07,401,Actual,350.24
2025-04-07,401,Budget,360.3
2025-04-07,402,Actual,448.46
2025-04-07,402,Budget,508.76
2025-04-08,101,Actual,5509.84
2025-04-08,101,Budget,5270.23
2025-04-08,102,Actual,8628.32
2025-04-08,102,Budget,8579.03
2025-04-08,201,Actual,3325.32
2025-04-08,201,Budget,3530.72
2025-04-08,202,Actual,5245.17
2025-04-08,202,Budget,4673.3
2025-04-08,301,Actual,688.42
2025-04-08,301,Budget,834.67
2025-04-08,302,Actual,1378.59
2025-04-08,302,Budget,1452.27
2025-04-08,303,Actual,1338.24
2025-04-08,303,Budget,1465.88
2025-04-08,304,Actual,1463.81
2025-04-08,304,Budget,1425.29
2025-04-08,401,Actual,506.78
2025-04-08,401,Budget,496.2
2025-04-08,402,Actual,189.8
2025-04-08,402,Budget,207.49
2025-04-09,101,Actual,4949.78
2025-04-09,101,Budget,6297.35
2025-04-09,102,Actual,6043.99
2025-04-09,102,Budget,5811.88
2025-04-09,201,Actual,1818.44
2025-04-09,201,Budget,2117.89
2025-04-09,202,Actual,2266.89
2025-04-09,202,Budget,2155.25
2025-04-09,301,Actual,1649.9
2025-04-09,301,Budget,1975.01
2025-04-09,302,Actual,1205.77
2025-04-09,302,Budget,1461.62
2025-04-09,303,Actual,616.45
2025-04-09,303,Budget,689.53
2025-04-09,304,Actual,2101.4
2025-04-09,304,Budget,2039.76
2025-04-09,401,Actual,557.16
2025-04-09,401,Budget,500.61
2025-04-09,402,Actual,234.26
2025-04-09,402,Budget,215.26
2025-04-10,101,Actual,9903.98
2025-04-10,101,Budget,12437.15
2025-04-10,102,Actual,9306.59
2025-04-10,102,Budget,11828.04
2025-04-10,201,Actual,5638.8
2025-04-10,201,Budget,5094.1
2025-04-10,202,Actual,3274.84
2025-04-10,202,Budget,3569.31
2025-04-10,301,Actual,588.48
2025-04-10,301,Budget,683.73
2025-04-10,302,Actual,2251.38
2025-04-10,302,Budget,1993.09
2025-04-10,303,Actual,1527.62
2025-04-10,303,Budget,1990.15
2025-04-10,304,Actual,1059.42
2025-04-10,304,Budget,1287.56
2025-04-10,401,Actual,461.52
2025-04-10,401,Budget,504.11
2025-04-10,402,Actual,442.02
2025-04-10,402,Budget,447.53
2025-04-11,101,Actual,8151.47
2025-04-11,101,Budget,10487.51
2025-04-11,102,Actual,9788.48
2025-04-11,102,Budget,9794.78
2025-04-11,201,Actual,4236.82
2025-04-11,201,Budget,4040.09
2025-04-11,202,Actual,3744.47
2025-04-11,202,Budget,3412.79
2025-04-11,301,Actual,1582.5
2025-04-11,301,Budget,1631.48
2025-04-11,302,Actual,794.72
2025-04-11,302,Budget,723.33
2025-04-11,303,Actual,639.72
2025-04-11,303,Budget,794.94
2025-04-11,304,Actual,650.95
2025-04-11,304,Budget,803.3
2025-04-11,401,Actual,380.21
2025-04-11,401,Budget,411.13
2025-04-11,402,Actual,352.39
2025-04-11,402,Budget,403.76
2025-04-12,101,Actual,14319.34
2025-04-12,101,Budget,13039.86
2025-04-12,102,Actual,12365.98
2025-04-12,102,Budget,13060.84
2025-04-12,201,Actual,5067.28
2025-04-12,201,Budget,5243.2
2025-04-12,202,Actual,3485.22
2025-04-12,202,Budget,3242.64
2025-04-12,301,Actual,1400.18
2025-04-12,301,Budget,1312.23
2025-04-12,302,Actual,2050.81
2025-04-12,302,Budget,1871.45
2025-04-12,303,Actual,2136.31
2025-04-12,303,Budget,1957.55
2025-04-12,304,Actual,1114.08
2025-04-12,304,Budget,1019.31
2025-04-12,401,Actual,360.04
2025-04-12,401,Budget,426.89
2025-04-12,402,Actual,173.86
2025-04-12,402,Budget,155.61
2025-04-13,101,Actual,4516.91
2025-04-13,101,Budget,5657.07
2025-04-13,102,Actual,11525.02
2025-04-13,102,Budget,14898.49
2025-04-13,201,Actual,4177.58
2025-04-13,201,Budget,4554.21
2025-04-13,202,Actual,6048.39
2025-04-13,202,Budget,6257.44
2025-04-13,301,Actual,1628.26
2025-04-13,301,Budget,1559.45
2025-04-13,302,Actual,1845.14
2025-04-13,302,Budget,1615.04
2025-04-13,303,Actual,974.16
2025-04-13,303,Budget,1039.13
2025-04-13,304,Actual,530.29
2025-04-13,304,Budget,607.35
2025-04-13,401,Actual,372.11
2025-04-13,401,Budget,468.58
2025-04-13,402,Actual,101.61
2025-04-13,402,Budget,122.05
2025-04-14,101,Actual,14917.97
2025-04-14,101,Budget,15444.89
2025-04-14,102,Actual,10460.86
2025-04-14,102,Budget,12517.88
2025-04-14,201,Actual,4633.66
2025-04-14,201,Budget,5608.43
2025-04-14,202,Actual,3941.74
2025-04-14,202,Budget,4834.99
2025-04-14,301,Actual,1686.04
2025-04-14,301,Budget,1524.7
2025-04-14,302,Actual,1132.78
2025-04-14,302,Budget,1212.86
2025-04-14,303,Actual,1557.03
2025-04-14,303,Budget,1625.38
2025-04-14,304,Actual,1499.93
2025-04-14,304,Budget,1906.09
2025-04-14,401,Actual,443.04
2025-04-14,401,Budget,518.28
2025-04-14,402,Actual,593.01
2025-04-14,402,Budget,524.27
2025-04-15,101,Actual,5796.65
2025-04-15,101,Budget,5906.2
2025-04-15,102,Actual,6395.15
2025-04-15,102,Budget,6209.83
2025-04-15,201,Actual,5581.83
2025-04-15,201,Budget,5936.11
2025-04-15,202,Actual,2667.04
2025-04-15,202,Budget,3100.68
2025-04-15,301,Actual,1694.29
2025-04-15,301,Budget,1713.9
2025-04-15,302,Actual,1393.7
2025-04-15,302,Budget,1272.68
2025-04-15,303,Actual,790.99
2025-04-15,303,Budget,902.57
2025-04-15,304,Actual,1288.88
2025-04-15,304,Budget,1447.18
2025-04-15,401,Actual,491.41
2025-04-15,401,Budget,451.1
2025-04-15,402,Actual,244.91
2025-04-15,402,Budget,281.87
2025-04-16,101,Actual,5921.4
2025-04-16,101,Budget,7179.56
2025-04-16,102,Actual,8330.1
2025-04-16,102,Budget,7934.1
2025-04-16,201,Actual,4552.91
2025-04-16,201,Budget,5392.73
2025-04-16,202,Actual,2572.38
2025-04-16,202,Budget,3218.27
2025-04-16,301,Actual,661.54
2025-04-16,301,Budget,770.92
2025-04-16,302,Actual,1108.62
2025-04-16,302,Budget,1203.37
2025-04-16,303,Actual,801.52
2025-04-16,303,Budget,913.3
2025-04-16,304,Actual,1201.99
2025-04-16,304,Budget,1449.84
2025-04-16,401,Actual,162.13
2025-04-16,401,Budget,165.48
2025-04-16,402,Actual,494.68
2025-04-16,402,Budget,468.86
2025-04-17,101,Actual,10941.29
2025-04-17,101,Budget,11922.05
2025-04-17,102,Actual,10497.83
2025-04-17,102,Budget,12220.79
2025-04-17,201,Actual,3007.26
2025-04-17,201,Budget,3580.37
2025-04-17,202,Actual,2860.76
2025-04-17,202,Budget,2746.14
2025-04-17,301,Actual,616.99
2025-04-17,301,Budget,727.21
2025-04-17,302,Actual,1605.71
2025-04-17,302,Budget,1693.65
2025-04-17,303,Actual,679.14
2025-04-17,303,Budget,694.28
2025-04-17,304,Actual,1423.9
2025-04-17,304,Budget,1815.76
2025-04-17,401,Actual,172.68
2025-04-17,401,Budget,184.68
2025-04-17,402,Actual,306.37
2025-04-17,402,Budget,362.07
2025-04-18,101,Actual,8728.68
2025-04-18,101,Budget,9469.66
2025-04-18,102,Actual,12157.02
2025-04-18,102,Budget,13254.77
2025-04-18,201,Actual,3856.94
2025-04-18,201,Budget,4263.33
2025-04-18,202,Actual,4700.69
2025-04-18,202,Budget,5238.86
2025-04-18,301,Actual,2062.83
2025-04-18,301,Budget,1910.21
2025-04-18,302,Actual,513.17
2025-04-18,302,Budget,596.65
2025-04-18,303,Actual,963.98
2025-04-18,303,Budget,1208.13
2025-04-18,304,Actual,937.55
2025-04-18,304,Budget,1189.73
2025-04-18,401,Actual,194.05
2025-04-18,401,Budget,198.64
2025-04-18,402,Actual,394.72
2025-04-18,402,Budget,450.07
2025-04-19,101,Actual,11500.22
2025-04-19,101,Budget,13895.15
2025-04-19,102,Actual,11341.96
2025-04-19,102,Budget,11161.39
2025-04-19,201,Actual,4616.71
2025-04-19,201,Budget,4626.33
2025-04-19,202,Actual,5031.97
2025-04-19,202,Budget,4653.56
2025-04-19,301,Actual,944.26
2025-04-19,301,Budget,910.11
2025-04-19,302,Actual,649.47
2025-04-19,302,Budget,587.86
2025-04-19,303,Actual,1504.47
2025-04-19,303,Budget,1797.76
2025-04-19,304,Actual,1076.25
2025-04-19,304,Budget,1314.3
2025-04-19,401,Actual,373.39
2025-04-19,401,Budget,411.03
2025-04-19,402,Actual,387.4
2025-04-19,402,Budget,388.15
2025-04-20,101,Actual,7412.28
2025-04-20,101,Budget,9337.59
2025-04-20,102,Actual,6476.38
2025-04-20,102,Budget,7874.58
2025-04-20,201,Actual,5123.88
2025-04-20,201,Budget,5181.33
2025-04-20,202,Actual,3228.22
2025-04-20,202,Budget,3345.7
2025-04-20,301,Actual,804.01
2025-04-20,301,Budget,972.6
2025-04-20,302,Actual,1374.07
2025-04-20,302,Budget,1276.38
2025-04-20,303,Actual,1208.45
2025-04-20,303,Budget,1273.77
2025-04-20,304,Actual,692.46
2025-04-20,304,Budget,612.15
2025-04-20,401,Actual,333.44
2025-04-20,401,Budget,308.83
2025-04-20,402,Actual,516.26
2025-04-20,402,Budget,461.85
2025-04-21,101,Actual,12772.19
2025-04-21,101,Budget,11751.53
2025-04-21,102,Actual,12745.53
2025-04-21,102,Budget,13577.04
2025-04-21,201,Actual,2554.05
2025-04-21,201,Budget,2579.53
2025-04-21,202,Actual,2316.97
2025-04-21,202,Budget,2184.01
2025-04-21,301,Actual,678.09
2025-04-21,301,Budget,704.29
2025-04-21,302,Actual,557.06
2025-04-21,302,Budget,657.25
2025-04-21,303,Actual,1792.57
2025-04-21,303,Budget,1669.91
2025-04-21,304,Actual,2199.51
2025-04-21,304,Budget,1932.66
2025-04-21,401,Actual,406.08
2025-04-21,401,Budget,376.75
2025-04-21,402,Actual,308.88
2025-04-21,402,Budget,271.71
2025-04-22,101,Actual,7407.88
2025-04-22,101,Budget,8211.28
2025-04-22,102,Actual,8695.12
2025-04-22,102,Budget,9194.67
2025-04-22,201,Actual,4276.91
2025-04-22,201,Budget,4704.56
2025-04-22,202,Actual,3793.91
2025-04-22,202,Budget,3954.12
2025-04-22,301,Actual,1430.93
2025-04-22,301,Budget,1831.48
2025-04-22,302,Actual,1549.21
2025-04-22,302,Budget,1675.48
2025-04-22,303,Actual,928.6
2025-04-22,303,Budget,1038.44
2025-04-22,304,Actual,1161.71
2025-04-22,304,Budget,1241.83
2025-04-22,401,Actual,424.75
2025-04-22,401,Budget,460.76
2025-04-22,402,Actual,168.67
2025-04-22,402,Budget,176.5
2025-04-23,101,Actual,10481.88
2025-04-23,101,Budget,13717.06
2025-04-23,102,Actual,7298.71
2025-04-23,102,Budget,7593.37
2025-04-23,201,Actual,4601.21
2025-04-23,201,Budget,5055.16
2025-04-23,202,Actual,3180.91
2025-04-23,202,Budget,3163.43
2025-04-23,301,Actual,907.55
2025-04-23,301,Budget,1035.35
2025-04-23,302,Actual,1702.5
2025-04-23,302,Budget,1965.19
2025-04-23,303,Actual,1303.82
2025-04-23,303,Budget,1196.67
2025-04-23,304,Actual,1841.65
2025-04-23,304,Budget,1793.04
2025-04-23,401,Actual,276.5
2025-04-23,401,Budget,249.94
2025-04-23,402,Actual,404.65
2025-04-23,402,Budget,466.18
2025-04-24,101,Actual,13441.75
2025-04-24,101,Budget,12837.38
2025-04-24,102,Actual,12047.74
2025-04-24,102,Budget,13682.58
2025-04-24,201,Actual,2699.57
2025-04-24,201,Budget,2627.65
2025-04-24,202,Actual,4173.42
2025-04-24,202,Budget,5426.59
2025-04-24,301,Actual,1063.7
2025-04-24,301,Budget,1180.73
2025-04-24,302,Actual,2287.95
2025-04-24,302,Budget,2037.33
2025-04-24,303,Actual,1832.29
2025-04-24,303,Budget,1855.69
2025-04-24,304,Actual,1018.41
2025-04-24,304,Budget,1105.83
2025-04-24,401,Actual,160.42
2025-04-24,401,Budget,193.3
2025-04-24,402,Actual,533.57
2025-04-24,402,Budget,509.06
2025-04-25,101,Actual,15850.44
2025-04-25,101,Budget,15041.59
2025-04-25,102,Actual,11330.93
2025-04-25,102,Budget,14783.7
2025-04-25,201,Actual,5292.87
2025-04-25,201,Budget,5939.99
2025-04-25,202,Actual,3739.43
2025-04-25,202,Budget,4399.94
2025-04-25,301,Actual,1001.05
2025-04-25,301,Budget,1003.77
2025-04-25,302,Actual,464.94
2025-04-25,302,Budget,573.63
2025-04-25,303,Actual,2285.24
2025-04-25,303,Budget,2008.43
2025-04-25,304,Actual,1625.81
2025-04-25,304,Budget,1436.12
2025-04-25,401,Actual,178.13
2025-04-25,401,Budget,230.8
2025-04-25,402,Actual,161.55
2025-04-25,402,Budget,204.09
2025-04-26,101,Actual,5775.0
2025-04-26,101,Budget,6902.65
2025-04-26,102,Actual,14048.7
2025-04-26,102,Budget,14722.66
2025-04-26,201,Actual,3945.15
2025-04-26,201,Budget,3473.52
2025-04-26,202,Actual,4089.43
2025-04-26,202,Budget,4087.12
2025-04-26,301,Actual,1454.56
2025-04-26,301,Budget,1841.93
2025-04-26,302,Actual,784.37
2025-04-26,302,Budget,767.35
2025-04-26,303,Actual,1313.13
2025-04-26,303,Budget,1301.0
2025-04-26,304,Actual,2015.93
2025-04-26,304,Budget,1865.46
2025-04-26,401,Actual,352.06
2025-04-26,401,Budget,383.04
2025-04-26,402,Actual,418.42
2025-04-26,402,Budget,370.72
2025-04-27,101,Actual,7059.81
2025-04-27,101,Budget,7968.22
2025-04-27,102,Actual,7279.35
2025-04-27,102,Budget,7236.17
2025-04-27,201,Actual,2750.39
2025-04-27,201,Budget,3162.47
2025-04-27,202,Actual,6619.06
2025-04-27,202,Budget,6274.93
2025-04-27,301,Actual,852.75
2025-04-27,301,Budget,858.75
2025-04-27,302,Actual,2120.96
2025-04-27,302,Budget,1994.19
2025-04-27,303,Actual,1420.62
2025-04-27,303,Budget,1372.19
2025-04-27,304,Actual,1063.63
2025-04-27,304,Budget,1284.1
2025-04-27,401,Actual,394.5
2025-04-27,401,Budget,469.25
2025-04-27,402,Actual,223.52
2025-04-27,402,Budget,196.29
2025-04-28,101,Actual,6004.49
2025-04-28,101,Budget,6761.52
2025-04-28,102,Actual,7803.99
2025-04-28,102,Budget,8502.38
2025-04-28,201,Actual,6115.0
2025-04-28,201,Budget,5720.79
2025-04-28,202,Actual,4339.24
2025-04-28,202,Budget,5380.58
2025-04-28,301,Actual,1088.65
2025-04-28,301,Budget,1117.7
2025-04-28,302,Actual,764.27
2025-04-28,302,Budget,759.63
2025-04-28,303,Actual,604.0
2025-04-28,303,Budget,615.39
2025-04-28,304,Actual,1273.81
2025-04-28,304,Budget,1635.2
2025-04-28,401,Actual,366.09
2025-04-28,401,Budget,392.31
2025-04-28,402,Actual,91.04
2025-04-28,402,Budget,105.21
2025-04-29,101,Actual,8289.46
2025-04-29,101,Budget,9482.63
2025-04-29,102,Actual,9029.02
2025-04-29,102,Budget,8821.83
2025-04-29,201,Actual,3533.25
2025-04-29,201,Budget,3659.59
2025-04-29,202,Actual,3294.72
2025-04-29,202,Budget,4040.03
2025-04-29,301,Actual,805.37
2025-04-29,301,Budget,885.36
2025-04-29,302,Actual,1137.12
2025-04-29,302,Budget,1266.48
2025-04-29,303,Actual,1802.58
2025-04-29,303,Budget,1631.86
2025-04-29,304,Actual,1311.89
2025-04-29,304,Budget,1509.76
2025-04-29,401,Actual,299.54
2025-04-29,401,Budget,350.21
2025-04-29,402,Actual,334.69
2025-04-29,402,Budget,369.79
2025-04-30,101,Actual,12301.21
2025-04-30,101,Budget,12905.79
2025-04-30,102,Actual,17005.96
2025-04-30,102,Budget,15213.13
2025-04-30,201,Actual,4998.44
2025-04-30,201,Budget,4746.9
2025-04-30,202,Actual,3315.16
2025-04-30,202,Budget,3993.46
2025-04-30,301,Actual,1224.73
2025-04-30,301,Budget,1342.59
2025-04-30,302,Actual,1257.6
2025-04-30,302,Budget,1586.03
2025-04-30,303,Actual,1308.19
2025-04-30,303,Budget,1541.39
2025-04-30,304,Actual,554.96
2025-04-30,304,Budget,555.84
2025-04-30,401,Actual,447.41
2025-04-30,401,Budget,408.4
2025-04-30,402,Actual,314.08
2025-04-30,402,Budget,324.52
2025-05-01,101,Actual,10854.22
2025-05-01,101,Budget,9669.13
2025-05-01,102,Actual,13842.03
2025-05-01,102,Budget,12507.56
2025-05-01,201,Actual,5706.59
2025-05-01,201,Budget,5426.9
2025-05-01,202,Actual,3236.85
2025-05-01,202,Budget,3909.94
2025-05-01,301,Actual,763.82
2025-05-01,301,Budget,902.12
2025-05-01,302,Actual,940.58
2025-05-01,302,Budget,1139.01
2025-05-01,303,Actual,1075.32
2025-05-01,303,Budget,1339.33
2025-05-01,304,Actual,1791.81
2025-05-01,304,Budget,1756.89
2025-05-01,401,Actual,247.63
2025-05-01,401,Budget,293.11
2025-05-01,402,Actual,125.39
2025-05-01,402,Budget,112.28
2025-05-02,101,Actual,16759.85
2025-05-02,101,Budget,15344.83
2025-05-02,102,Actual,9671.02
2025-05-02,102,Budget,10330.1
2025-05-02,201,Actual,2715.35
2025-05-02,201,Budget,2513.21
2025-05-02,202,Actual,2574.64
2025-05-02,202,Budget,2933.78
2025-05-02,301,Actual,2091.32
2025-05-02,301,Budget,1908.98
